category,gauss,random
D,0.9107474647574049,5
D,0.46773113848325965,8
A,0.22550654258643577,6
C,0.3988121998110813,0
A,0.8342425983213283,2
A,0.4276645295803161,0
B,0.8407731827993915,4
B,0.5220092905232413,1
A,0.06028268122843594,8
D,0.32494295784569727,0
A,0.6338511352063164,0
C,0.7279999635045526,2
A,0.6142065298893666,9
A,0.777228908972571,3
B,0.5148344550614546,6
D,0.3390301384150902,6
A,0.55855387741971,6
A,0.2473727752084287,3
A,0.8246151330489832,5
D,0.23434221071259165,3
D,0.11053494592839475,1
A,0.6095706272337945,0
A,0.9319564231660062,0
A,0.7372785104674549,9
A,0.7266702943463823,1
B,0.947883288168852,8
C,0.6027444243795002,2
A,0.5622286034243758,1
D,0.024725401458358998,8
A,0.970671817246439,0
D,0.4710102306841468,1
D,0.6888051065078499,2
D,0.2463939919513195,2
A,0.8517842009514764,2
A,0.23139837143910724,0
A,0.6354853301422176,7
C,0.5792671281328258,7
A,0.41177537811226805,7
B,0.6180068871588749,5
B,0.6472575072433209,9
A,0.5666282441820153,6
B,0.6853276914962374,1
A,0.06124967555354577,2
B,0.38697864111690894,2
B,0.7585745249013846,8
C,0.32905321149557754,9
A,0.7242455330133203,9
B,0.4704791597811748,7
B,0.6109119557931423,2
A,0.7022090787133526,8
C,0.19419015667075235,2
A,0.7552055658850287,3
A,0.8696105606046579,2
B,0.4582864158048755,5
A,0.38129274656465684,3
C,0.7881986828715559,8
A,0.1967573776341699,5
B,0.2860486834827347,8
D,0.7199069125711386,7
C,0.13037649052030909,0
B,0.4948869652613024,5
A,0.43862250385935975,1
A,0.8267107956488302,4
D,0.09578954431838604,1
B,0.3921895881218753,5
A,0.7218300571750823,9
A,0.7686019734543827,0
A,0.0391079244986835,9
A,0.127760625086754,9
A,0.32690273272339654,8
D,0.6850678344367324,7
A,0.10583000374127172,6
B,0.7643718267050813,4
B,0.8430174739685383,1
C,0.12229634747058038,3
D,0.4745142956666616,1
A,0.5837872397911424,7
A,0.9323579468640407,3
B,0.42572111069204466,0
A,0.7338627292849733,5
D,0.9332935836566745,2
A,0.32264818141218576,0
B,0.48208334543459574,0
A,0.24870720122513557,2
D,0.7155715996486903,1
C,0.11331811517391166,2
D,0.011956197454652706,4
B,0.12219800272454151,8
B,0.8499919775298874,1
C,0.7073903018049549,5
C,0.5787350408208004,1
B,0.924602718692047,4
A,0.6770512697549221,9
B,0.8673732723411348,6
A,0.439415773019444,4
B,0.37391295879335684,4
A,0.0789278969458167,1
B,0.5251694262892477,8
B,0.9318866714282639,4
A,0.25843727789845516,2
A,0.7224449336761826,9
B,0.42388806423993564,3
B,0.6985652094047763,8
A,0.19946716682138954,8
B,0.37598671453438204,1
A,0.493070121543812,4
A,0.9589723338820658,6
A,0.3511071189099625,4
A,0.9666896046632674,2
D,0.5482445695658219,6
C,0.5504959499077338,9
B,0.1697072164760418,0
C,0.15986689886442196,9
A,0.48526145229671613,6
B,0.9425466897750672,8
A,0.888368866082304,0
A,0.1408445139744522,2
A,0.8775869390111686,0
A,0.8237431854112014,2
A,0.45828148812301883,2
D,0.8664710590703762,0
D,0.5132617959573473,2
C,0.4133976063744287,8
A,0.7794812990801179,3
C,0.9018312462678307,5
B,0.5150561084286965,9
D,0.057406964557877194,0
A,0.902051127677311,1
A,0.5469661966995105,4
B,0.6741456721188182,6
A,0.05231375668971128,7
B,0.5795675453610855,2
B,0.7587042013979562,3
A,0.8951910035470474,7
A,0.1677837025380563,9
A,0.8577381646963337,2
A,0.5589538981152715,3
B,0.35997440425035865,0
A,0.6621011856904067,4
D,0.43501786786196317,8
A,0.9260556013333077,6
C,0.36362844340138467,8
A,0.99513110281216,9
D,0.6669043629552546,0
C,0.07737695224178787,3
D,0.7601416884816864,3
A,0.5107463978718619,9
A,0.9287858768014863,5
D,0.8424368663076983,8
A,0.9674549580121671,9
A,0.8524230769505523,1
B,0.12357007776074558,3
A,0.8383946298230329,7
B,0.28879553735740715,9
A,0.8970624182444675,2
B,0.5767626276316807,8
A,0.33923421591645686,3
B,0.10437745839584123,1
A,0.9642766412145694,0
C,0.3885802161494938,7
D,0.9180951254095551,7
B,0.4444202088596224,7
B,0.5424991602322253,0
C,0.28557476403939763,4
B,0.3717941299950174,5
D,0.19225566155728058,8
C,0.928504891056856,2
A,0.9332788213315139,4
D,0.09447212401534633,7
A,0.7743398613470336,6
A,0.04104829175128677,3
A,0.2585240764425788,8
A,0.6543243423205707,4
C,0.8699372937989057,5
C,0.9903327612219354,6
D,0.40467727947209275,7
A,0.7633773254904326,9
B,0.7082611179283799,9
B,0.8289087628501428,5
C,0.709359036812743,9
B,0.6128038930104825,0
B,0.44031900692522563,9
A,0.13108891356413677,2
B,0.24785289252406173,2
A,0.5097759543247834,1
A,0.006135576853952274,7
A,0.41757675885395484,7
A,0.12494260258037804,3
A,0.37661323463741936,4
A,0.6496358624558544,7
D,0.33791933306920374,6
C,0.685324648533535,0
A,0.6884749258800186,8
A,0.9570786486433318,1
B,0.7278906889275344,4
C,0.12965002642749124,4
D,0.04151215351585558,4
A,0.3365943613742508,8
C,0.4198413991596527,1
A,0.3392060677635984,2
B,0.8638595002404332,0
A,0.7792593161511608,5
D,0.10610323910893904,2
A,0.3738791945274298,9
A,0.028124757687847945,3
B,0.5229655912456436,4
A,0.18797035753577085,9
A,0.5930288260190615,5
A,0.9751852777624977,5
B,0.6832452122745671,9
A,0.7113825800789686,1
A,0.731092666022995,8
C,0.017914412911691158,5
C,0.904528917394027,3
A,0.15768879584378592,3
A,0.22972569012755228,9
C,0.5529291496130269,2
A,0.17891326327337376,2
A,0.09681807408328413,5
A,0.07388393685574435,0
B,0.9012465019524118,0
A,0.2542024641892956,4
D,0.7895113764703344,7
A,0.7488331620449026,5
A,0.2660164807839611,5
A,0.5666289661624466,1
D,0.4856553895970994,5
A,0.6909817226640805,3
A,0.5845930639933828,8
B,0.5199972599650527,4
A,0.15561821136631349,8
B,0.8657028095528636,0
B,0.007699080855015805,0
A,0.9269982025000628,0
B,0.10026680639421981,4
A,0.16145817755424297,1
A,0.6558795108006119,1
A,0.10045880837943766,0
B,0.09514422298981284,9
A,0.08155406268539667,5
C,0.7663226138679372,8
B,0.6436351152064487,5
B,0.12855945809753366,4
B,0.11479803456201532,0
A,0.8187019705429208,4
A,0.7781183751771779,5
C,0.33611653037061473,1
D,0.303468962713624,7
A,0.78479834713997,1
A,0.7683324784567507,9
A,0.206686666525982,1
A,0.3156769469123104,1
C,0.9951385673513102,5
C,0.9859890814019713,7
A,0.38927462256424394,6
C,0.3618297214850583,0
A,0.5695388166774948,2
C,0.20428681597634823,5
A,0.2886346579769744,1
B,0.8590540139682343,0
B,0.47603083201945884,2
A,0.6254474046943572,1
B,0.47392215248996294,1
C,0.453255804306291,8
A,0.9271032356597496,2
A,0.1856735832409142,8
A,0.07649555508333328,6
C,0.6164182716564005,3
A,0.8656270740611313,1
C,0.4017468619863096,8
C,0.16120419370751904,7
B,0.11535187175739692,2
B,0.9107396197357475,3
A,0.7726874871937139,9
A,0.19244637927341635,3
B,0.14016442760378522,7
D,0.4261127261083073,6
A,0.20185451962872936,3
C,0.9478707472218066,5
D,0.7699810044641036,0
A,0.6179625268249896,1
C,0.7403261897455353,3
C,0.19956384401017746,3
C,0.2920417105804076,2
C,0.9702215978942017,7
A,0.37843682820817126,0
A,0.4631331111272087,1
C,0.33252851569756015,4
B,0.9212397118419439,4
B,0.5975266578901807,6
A,0.43673252012045505,1
D,0.05360946563107638,6
A,0.49052690598337456,1
A,0.8314115138575402,6
A,0.8775197543282504,0
D,0.14771705050970851,0
A,0.8666830707539468,0
A,0.04452558542887153,6
A,0.5229762084375489,5
A,0.7964479064003207,9
A,0.3868672728080559,4
B,0.15963976318861006,2
C,0.5215534686271901,1
B,0.5792004031075066,3
D,0.33130333541853985,8
A,0.8431961842825826,9
D,0.16100010752283878,1
A,0.43300521241820755,9
A,0.33682825297209107,8
A,0.7710552871477939,6
A,0.6357700198735361,5
D,0.4610091149820118,3
A,0.603123681640586,9
B,0.45737489519587193,7
A,0.5705869968676114,2
A,0.6449832866706294,8
C,0.08224507785693336,8
A,0.9401819460443049,1
A,0.12346528752976071,9
D,0.11295103789809857,1
C,0.2840957503850505,1
A,0.7972816074068952,5
C,0.725799139271751,8
A,0.8746440705399855,3
C,0.20413566760275859,6
A,0.8564451124754345,8
A,0.4956481579342731,1
A,0.17836560749096564,5
A,0.16485330754449046,2
D,0.23428166920003168,9
A,0.9358389373441455,6
D,0.20944608451889712,2
D,0.4487404689825586,3
A,0.20717293434040618,8
C,0.8472842887376534,3
D,0.37373903773012274,1
A,0.6567424001767368,4
B,0.9479067367325503,9
C,0.9719725153962476,6
B,0.07075762119813878,4
B,0.8362483540890772,7
A,0.7514443525723082,9
A,0.702856820750886,8
C,0.9552895820193579,7
A,0.17204384493310798,5
A,0.9575091089393363,0
C,0.23957695111511312,9
A,0.20284055253509958,7
C,0.4342951353740473,9
A,0.6682260371613289,4
A,0.13156942160607665,8
A,0.6177930448900142,4
C,0.09345172771763988,6
A,0.11374976595302166,2
A,0.28190592133133996,1
C,0.011265382587685946,5
B,0.6117318877658814,2
A,0.8515935137572584,0
B,0.5679898855642567,4
A,0.7676357006972698,5
A,0.8133971281283732,9
A,0.677688062176667,4
B,0.3972526076685763,1
B,0.8300756286729384,1
A,0.28240534609412393,3
A,0.673425630948056,3
A,0.7219268933371741,2
B,0.6189797602772067,0
A,0.2759315393654266,7
A,0.9063616126350463,1
D,0.36590351399687293,6
A,0.49944982583160646,1
A,0.6173533242173237,1
A,0.16120973528503302,1
C,0.9070269566331047,2
B,0.22579235180978452,3
A,0.7882373664462136,4
A,0.8299027263907613,7
B,0.8518192938011788,4
C,0.18037866239892064,4
B,0.4290347129560852,9
A,0.878986174802803,9
A,0.5625761261237826,1
B,0.05900889630395023,1
A,0.35996205138563353,4
B,0.23175902362349643,5
B,0.48131212859597505,9
A,0.8916536089505833,5
A,0.4660758899851325,1
A,0.8926191917838758,7
B,0.3693691208934584,2
C,0.44674923035866265,3
A,0.19734236412357398,5
A,0.848307630673709,0
A,0.5360855371205321,3
A,0.40229572567811667,7
A,0.5612600956449357,8
A,0.059786484459160905,2
A,0.4847800390370367,5
A,0.027577056967370894,6
A,0.04383444393982028,4
D,0.9869115532451005,7
A,0.9220012387741042,8
A,0.9751283514688048,1
A,0.8309331722633682,3
B,0.2058857548009564,8
A,0.47541056765258094,1
C,0.8815566837551494,7
A,0.027533375765007362,4
A,0.7936803935887821,5
A,0.736088831795849,6
B,0.19471429864843193,8
C,0.36558386778981267,9
A,0.25373108679466927,1
A,0.4403263699034209,8
A,0.504073383392173,0
B,0.37760005254223405,2
D,0.4563831065424243,0
A,0.2935408252334831,1
A,0.20541682858340693,0
A,0.44357951392114536,8
A,0.24771486425978395,3
A,0.5534363151964534,7
A,0.2311815371238507,9
D,0.26231593697636213,6
D,0.260076765666987,6
D,0.911681434962596,9
D,0.46957184386126816,9
A,0.878540265972446,6
A,0.1701745338683106,2
B,0.9142807925926258,4
B,0.7922794442379709,0
D,0.059756141992093226,4
A,0.751923689215357,1
A,0.7235345799525804,9
A,0.4869676450015341,1
C,0.769815886262641,9
C,0.47014191536979744,2
B,0.14988213962402452,5
A,0.8203670292316829,8
A,0.12992852088970241,1
A,0.30333629918300786,1
A,0.5682529771004294,8
C,0.10183437462972256,8
A,0.47178726492974854,6
B,0.44470993601490705,3
A,0.822939770746837,1
B,0.36228562339149717,9
D,0.17551786493350385,6
A,0.9675767344674107,2
C,0.7320970170951183,0
B,0.5465463897387316,1
B,0.7430897426908272,9
A,0.8036314958406932,7
A,0.18411769350072194,3
D,0.8500264036777292,9
C,0.75374173239652,4
A,0.8789573419213671,0
B,0.42647661641097634,1
A,0.030934278260127623,1
A,0.3226065079873437,6
A,0.33754073844138166,3
C,0.6164665849647185,1
B,0.3294188639166331,9
B,0.7055331577099772,2
A,0.20192810769999647,9
C,0.6033702195319564,3
A,0.6543440035489715,9
A,0.8691705757222714,5
D,0.21071039692194882,0
C,0.13712553059459132,1
C,0.860963913538103,2
D,0.1111061948844062,6
C,0.6754105203103506,5
B,0.5606420534722573,1
A,0.45835713066324724,6
A,0.2682758732216586,3
A,0.9262478524626094,2
A,0.8350020009026711,3
D,0.9844042770767366,1
A,0.11806259847304812,5
A,0.5081586971868479,8
A,0.44057522043737707,7
A,0.7390472707772308,5
D,0.8987791890290026,0
A,0.014354167554618602,5
A,0.6934272439779704,6
B,0.10631193697920083,9
B,0.6709966517860745,1
C,0.4496382008238099,5
A,0.7657253940548139,4
A,0.29272842133709287,8
A,0.996293894214422,1
A,0.5339584807281881,7
A,0.41036468702675577,4
D,0.8095045188037217,4
A,0.8178148890000119,4
A,0.6257286615781313,1
C,0.517930082510295,9
B,0.05602751152085961,2
A,0.11052861389290414,4
A,0.599006746490547,5
B,0.9832685093610722,4
B,0.8671964553536418,9
A,0.08611701431643282,8
A,0.8574087650498831,8
C,0.9803319532261844,0
A,0.7403226067849862,5
C,0.077653574588182,9
B,0.3545382161468369,2
A,0.14149869826749384,2
B,0.32053952184906187,1
D,0.2642915406175883,6
A,0.18227146884458534,7
C,0.2114064721353217,3
D,0.8279587183479789,1
D,0.509312519336784,2
D,0.17949620359956509,1
A,0.961352314257871,9
B,0.436728109035457,1
B,0.6999291355830835,2
B,0.36278099766746086,4
D,0.38035362163666364,5
C,0.9435150077631739,9
B,0.22747378711135136,6
A,0.9755436838736004,7
A,0.37890170578055893,2
B,0.3052072091566329,6
D,0.7240677723504916,1
B,0.8969841258215018,7
A,0.10720460500112905,9
D,0.41651311962902826,3
A,0.5441330566351804,5
A,0.305017393324581,3
D,0.40560800360231997,1
A,0.41249047384080895,4
C,0.824155181583245,8
A,0.6740903591626417,9
C,0.08305539450392618,3
B,0.06689630091214793,9
A,0.2255016260498437,4
B,0.8391853081869052,9
D,0.5706978249263245,6
A,0.741693580096755,0
B,0.8523055790338416,5
B,0.5711183878731627,2
D,0.6326846615715697,8
A,0.9175519612590497,3
A,0.6522426451898903,7
A,0.6097971496814047,7
D,0.5506263157766261,2
A,0.8712756210041741,4
B,0.4878795920087341,4
A,0.8645997191345948,6
A,0.08423005263864403,4
A,0.6863895220124817,3
B,0.2697773905835733,6
A,0.08236080146996372,5
A,0.6376395093756463,5
A,0.19651030232038358,0
B,0.16551222688935352,9
D,0.348960504609939,2
B,0.8214645274266894,0
B,0.9600164865601569,1
C,0.3016900757220242,0
B,0.6701034631332605,8
A,0.9566796825897175,6
A,0.5011759082292531,9
A,0.5734528152582457,3
B,0.3469145362092838,9
A,0.2730578568288142,6
A,0.24883202580029185,6
B,0.24900988006770575,9
C,0.19594335573929023,3
A,0.8493594092804078,0
A,0.3691843401479372,5
B,0.1862352077379369,2
A,0.09135491025335829,0
D,0.12436648854486387,9
A,0.8214011347287921,1
C,0.7354005420130896,3
A,0.7584676218265933,2
C,0.6242173289689833,8
A,0.7982716261624171,7
A,0.9744767669625884,1
A,0.6754545439482397,0
A,0.9901624923515117,6
D,0.30247424280222457,5
A,0.6176821357175452,4
A,0.3535639901948455,9
B,0.9829291545174952,2
A,0.13519536482651173,7
A,0.9437614009717238,1
A,0.18318003277999417,3
A,0.7488020791742301,7
A,0.8588082114433047,2
B,0.7268674004974348,5
A,0.12418573188619686,3
D,0.9819476213112648,9
D,0.15004723044176205,3
A,0.6796463224017681,4
A,0.22268380635263763,0
A,0.447632295766364,8
A,0.24706608389344997,0
B,0.46068651940424366,1
A,0.02140943125486816,4
A,0.9836204728394359,0
A,0.9344433472113702,5
A,0.08918748302236457,7
C,0.07011446499503071,6
B,0.727074555137221,4
A,0.28526091391297037,6
A,0.8145358808600845,7
D,0.07132898827899548,0
D,0.27722856025213316,9
B,0.007516860377625778,6
C,0.20221401257444538,8
A,0.36739030201107004,5
A,0.37802705999394615,2
A,0.9027889003167215,0
B,0.6465907567722078,7
A,0.6911764067657789,1
A,0.5449792245493419,5
A,0.9491924498777822,3
A,0.9541016132431377,0
B,0.4323174968249781,7
A,0.7041140004013456,8
B,0.8380950240710341,7
B,0.3251483740257495,1
A,0.052086206562870996,6
A,0.0767926564411816,9
B,0.7080167580171827,8
A,0.5888062368740249,5
B,0.2561289443797302,9
A,0.14260767431807753,7
B,0.8125920212623352,4
B,0.9197842501555906,8
A,0.4395229005856456,9
D,0.22617718559156041,9
C,0.2268282568869705,2
B,0.1802823670043815,8
A,0.23982664645386498,6
A,0.3440299964982656,0
B,0.8585245106857353,3
B,0.6919735601777323,5
B,0.7808557747977779,4
B,0.7271740164982005,6
A,0.5107539439197276,8
B,0.46883770574172157,0
A,0.22913788173865746,6
B,0.291511132386281,5
B,0.5332286391061911,2
D,0.7988179737356103,9
A,0.8660435002308821,7
A,0.9595952827741426,1
A,0.785211970842158,3
C,0.9381753152628435,4
B,0.74625176068476,3
A,0.505176065566325,7
C,0.07130284971677492,3
D,0.07993182233996232,1
D,0.3792476377063059,3
B,0.5411100545188438,3
A,0.07798084369549751,1
C,0.9981311175689433,3
A,0.9067551072172642,8
D,0.094609185570664,7
A,0.6539009229964131,5
B,0.25677044748823763,2
C,0.46770786033585343,6
A,0.5149254047196541,5
A,0.6989130726629923,1
B,0.5862090566391481,7
B,0.01199989069595997,5
B,0.8117820345484423,9
A,0.15495373711884464,0
A,0.6864307529838765,3
A,0.06138706383495507,3
A,0.5978186710012849,7
A,0.723629820668426,2
A,0.01521859354677213,6
B,0.6068766260806764,6
A,0.015998911596517895,1
B,0.2952193572722337,2
C,0.3586722611777853,3
B,0.6328297153499559,1
A,0.30221844945755716,8
A,0.12713207540072613,7
A,0.4761057742139433,6
A,0.40197150822613614,7
D,0.908815154094721,7
A,0.2490907271172439,4
A,0.8053368300691933,4
A,0.3265264572090104,4
B,0.2878645526819731,6
B,0.7846843053128462,7
A,0.9167106120681842,8
B,0.8799195628477222,5
A,0.07772537881787889,3
A,0.3097392522379111,4
A,0.28787459263965576,5
A,0.8768250212464349,7
C,0.5556707879222166,3
A,0.5737558850020605,4
C,0.35247731526001724,4
A,0.5969380328756189,7
B,0.2572472218913374,9
A,0.08863315399890692,6
D,0.8574731429515566,3
A,0.6539037099682439,3
A,0.30032971429746,3
A,0.06130584842562248,7
A,0.4405734293536122,9
B,0.959747776833027,2
B,0.5211015872026246,2
A,0.9566883674305818,5
C,0.937883363375675,5
D,0.07746740766249627,3
C,0.2665087616302392,9
C,0.3133524995727055,2
A,0.7669795267718028,1
C,0.8847024994423328,7
A,0.25025724880627376,1
C,0.2761580553550347,1
A,0.011496686726563787,8
A,0.6101279039396259,5
D,0.5086090083768823,7
A,0.970537470785389,0
C,0.04919034933198041,0
A,0.17596292569906413,5
A,0.37802169177365863,5
A,0.9684350477349404,0
C,0.8560312031813699,3
B,0.4776250096499034,3
A,0.2967178280954508,9
A,0.5502448086198001,0
A,0.11138508252355706,4
B,0.10191989070502439,4
B,0.24958772819586417,8
B,0.48286301875057924,1
A,0.9586350218870743,2
B,0.041182399146997284,6
A,0.41869027235774825,2
D,0.13082030621526264,7
C,0.5394650871772991,7
A,0.07234821849123241,7
A,0.3492593585914783,7
A,0.21263571492493238,5
A,0.17540537584556015,0
B,0.7719478413815164,0
C,0.06708259494508961,3
B,0.7199967635331063,0
B,0.8862934467345592,3
C,0.6611819005235741,6
A,0.2292336899096249,8
A,0.14721925143715164,8
A,0.3012048929946247,0
A,0.5352125987669155,9
A,0.8571929197604282,9
D,0.9854152345655608,9
A,0.8421873038873079,9
D,0.0224379934950526,7
D,0.9321243775990026,1
C,0.4686625011891894,4
A,0.6215204587273483,0
A,0.39879027923449006,0
A,0.712852732430244,8
A,0.7810466498503372,6
A,0.5825520561558568,6
A,0.4241790803318889,5
B,0.5848959766863977,8
D,0.4275119649557029,6
C,0.18809212484999016,0
D,0.0071551343540430246,7
B,0.6537373134546172,4
A,0.7604416399477718,5
C,0.8287689246387717,1
A,0.4339185046952593,7
C,0.16283229383503806,2
C,0.9945800758422189,0
A,0.3436641555359975,0
A,0.647786151956235,7
D,0.5631631937025948,3
A,0.2125445756227602,4
B,0.3288390718204781,4
A,0.7921120015780416,3
B,0.18908053621483667,4
B,0.2222833944349093,0
D,0.4391621915314001,6
A,0.7489753234054266,6
A,0.4021185803931342,3
A,0.618543374022421,5
A,0.40853994571944297,2
B,0.018366125376546805,2
C,0.039317712659012516,9
B,0.38957797902805946,6
A,0.810185708662672,2
B,0.029383468566431814,4
B,0.022885626024423456,3
B,0.6845813847082298,8
A,0.10367291660806344,4
B,0.3871708279885798,3
A,0.6017862224137627,1
A,0.16790329470093646,2
A,0.2157386795262789,9
B,0.2992554354694006,0
C,0.862312040867957,8
B,0.48766539194859415,0
D,0.9437784248644747,7
B,0.811434977649837,7
A,0.25455172317830643,7
D,0.5292785163727762,2
C,0.6233246170191203,0
A,0.9535345442436223,0
B,0.15485836918160434,0
B,0.2834733127958865,8
B,0.3998131472812537,3
B,0.6466635582298802,5
D,0.42537296412014713,7
A,0.9941846619071316,2
B,0.8948289939922593,9
C,0.43406866104533637,0
C,0.8458342508175902,6
B,0.5836148952873861,3
D,0.8481217084874795,9
D,0.06450207758935989,5
A,0.8589594051814076,3
A,0.8752101242832513,1
A,0.2537425223854334,7
C,0.06775807898674868,9
A,0.5390878848477078,3
A,0.6417792864324322,4
A,0.21112562391227552,2
D,0.05182615422734871,6
A,0.6664945424697418,0
B,0.5394528968840039,9
B,0.7738343684023185,0
B,0.45793544832182786,2
A,0.894991949701024,8
D,0.6871375657132964,9
A,0.5237563122418281,6
D,0.3699412850932041,2
A,0.6409859235116832,2
A,0.29099212209644953,6
A,0.9615724814833493,9
A,0.11706938124833732,3
A,0.7545907991832692,2
B,0.2627755680342967,6
B,0.4117803599077129,1
A,0.06893988064613676,1
A,0.2381148045428083,5
B,0.2206385565439618,3
A,0.6983446118230278,7
D,0.8403581359583717,0
A,0.9582410087232828,2
A,0.40634472335682104,7
A,0.6612872399467812,7
A,0.9699161292518136,2
B,0.4572118864632615,3
A,0.6999813815959661,6
B,0.9410601416399949,7
B,0.2611885905951993,9
C,0.7758683507968207,1
B,0.46263092947559437,6
C,0.45676749680789885,5
A,0.30817439830173654,6
C,0.589883395782929,6
B,0.954749941923079,3
A,0.09628574448730232,3
A,0.46956077274771924,8
B,0.22644011606530123,2
B,0.0019656403587305915,4
D,0.12812101734312764,1
A,0.13245094593096662,5
A,0.2011335347528127,6
D,0.5618280507247903,5
A,0.6336600306401263,5
B,0.2725425333219109,1
B,0.09741256104152374,3
A,0.10298275874926999,7
C,0.7090796859872097,0
A,0.16894534702645747,8
C,0.05108812137259833,1
B,0.7249356928241096,2
A,0.5715877373729661,2
B,0.5907570722238286,6
C,0.7072922967305618,5
A,0.8271876936563062,0
A,0.5647418808596621,4
A,0.9108448306024058,3
A,0.20486778217776525,4
A,0.10030945132561431,3
C,0.6022683479733041,8
D,0.5088595358199992,0
D,0.0008276677484732042,9
A,0.14529916778597296,6
B,0.4463400579336362,1
A,0.7217885982128769,5
B,0.4853825267817684,9
C,0.7188238236612011,2
A,0.07936937173082581,1
D,0.9232287249544326,2
A,0.8587714624057071,9
A,0.1050160813861859,1
A,0.060361640485128376,6
A,0.6852071165065977,6
B,0.22351928947396205,3
D,0.29144292558217444,8
A,0.3947008946422088,5
A,0.3822954143660485,0
B,0.20193250582304623,5
A,0.5484910962897079,7
A,0.7355326673094035,2
B,0.010416272697040263,6
A,0.5682134152795557,8
A,0.24019803529501493,5
A,0.11717326450242183,6
B,0.2548176756282192,5
B,0.07992197638099086,5
A,0.26345747553558363,3
B,0.255808745061502,9
A,0.04653460018018385,0
C,0.09972391950721549,2
C,0.057710755051736284,8
B,0.8123858340216032,5
B,0.3720528887863981,8
C,0.9326926013375281,6
D,0.9853161270946554,4
B,0.2449790840426077,4
B,0.12549387968347248,8
B,0.2898705870498842,8
B,0.5151407115248268,3
D,0.3118533495756681,3
A,0.5044711562617006,7
A,0.2867488182631148,5
A,0.008346087074657449,5
C,0.18544643659364568,3
B,0.6431140368228563,8
A,0.35705147591863007,4
A,0.47626333150636035,2
A,0.2944093503801658,2
D,0.41404192358615133,8
A,0.0024490713820609633,6
C,0.8276532066085117,1
A,0.6870906959668476,8
A,0.8077280345112686,9
B,0.23308579633924253,8
A,0.2173042565110681,7
A,0.22821532181047155,6
C,0.04170472734979236,5
A,0.15438657020810254,7
D,0.07986812536318388,6
A,0.5972368905649817,4
A,0.45797286391766034,7
B,0.17973114975068472,8
B,0.8828361275803501,8
B,0.6698623093026173,4
B,0.3211766240919619,3
A,0.6102888085432222,8
C,0.5856488142543044,6
D,0.08954881756294808,4
A,0.4051802274349099,3
A,0.6779714900163446,8
A,0.4829064220191752,9
A,0.38668851696211537,6
A,0.9132354985133943,3
B,0.42813970273914037,6
A,0.8490932091220027,2
A,0.13041716048615382,1
B,0.38433907938652045,5
A,0.26827130841600666,2
C,0.2547629411418296,1
D,0.8111375835693245,9
B,0.685070432935907,2
D,0.18098750831505217,8
A,0.8612866440450407,0
A,0.6013525320309169,1
A,0.6533572832831409,2
D,0.2592118021564953,4
D,0.38425143703696385,2
A,0.24221964083310144,3
A,0.7130244661120242,2
A,0.9534983352996236,6
B,0.7796452209566895,2
C,0.962495428928837,1
A,0.8751585286207169,3
A,0.5134097468568094,8
A,0.6553149310204468,9
B,0.42155133385711785,2
A,0.5508958414087478,3
A,0.08722491479353656,2
B,0.38940630640514295,8
A,0.14430676642630735,0
A,0.31940609224120253,6
A,0.039135864526067765,0
A,0.32176958790387367,7
C,0.06927319300059187,7
A,0.9903684039958371,8
B,0.09864915553615528,7
B,0.8285323433757648,4
A,0.25056362186138326,3
A,0.2592599567463997,8
D,0.3060535226017316,3
A,0.8328390200587916,6
A,0.9598295533615537,0
C,0.8596350883076591,8
A,0.918514886417969,4
B,0.5725427574372283,8
A,0.5321834777224198,8
A,0.42078522014209285,2
B,0.5822631336306878,7
B,0.21231607019992327,5
A,0.038989729631737635,6
A,0.4883275063628689,9
A,0.905411580496232,8
A,0.6978484677561405,2
B,0.9220860001936431,0
B,0.012728807338573178,0
D,0.6818743341215081,5
A,0.45649013052964693,1
A,0.4608971790164492,9
C,0.8071761966755707,2
B,0.12232074110709734,4
B,0.826130973625461,2
A,0.21539064877787806,7
A,0.19904883481957336,0
C,0.8631297942241253,0
A,0.9254678787165173,9
B,0.751586794960034,4
A,0.6448689147637234,7
D,0.14621424739478694,8
A,0.8471217892899544,2
D,0.6191739072233081,4
B,0.31314856717670736,3
A,0.325201739637739,1
C,0.5857382942407855,3
D,0.5237726569382043,9
C,0.006524172454079213,1
B,0.619209473918239,0
A,0.6486683863726879,0
C,0.48596398754675263,4
B,0.1663645421944735,7
B,0.515143378272409,9
A,0.35957686712334735,9
B,0.7204041872586162,9
B,0.12941277125475958,3
B,0.8165807697580928,5
A,0.47971327363914196,6
A,0.3307699081072245,8
D,0.2860309072374624,8
A,0.8611998043872074,1
A,0.6979564515271899,6
A,0.8680812314665639,5
A,0.7103710380534771,2
A,0.1213933145744629,2
B,0.9482941673099321,1
C,0.847752588789442,6
A,0.15292475289507468,0
A,0.014099341026274304,4
A,0.6283647941277022,1
A,0.46712836830575144,6
A,0.3263537472242052,9
A,0.05811569609699818,4
C,0.8507011321343556,8
B,0.5284250998167239,4
A,0.5746295661836344,4
A,0.9840124363880159,5
C,0.34115029747682535,0
A,0.751786069364238,2
A,0.5192412763412304,4
A,0.009665379505614857,8
A,0.3431760417176466,3
B,0.5424688514959919,7
B,0.1150109455272893,6
A,0.4951699045155298,2
B,0.5299386848370108,1
A,0.022774136376061627,8
A,0.19082450178525456,9
A,0.687160792603911,0
A,0.5615033519488881,2
A,0.9087194308396235,4
A,0.5165732595681073,2
